"Codice";"Nome";"Inizio";"Fine";"Tipo";"Quota";"Comune";"Provincia";"Sensori";"Epsg3003_X";"Epsg3003_Y";"Epsg4258_Lat";"Epsg4258_Lon";"Bacino";"SottoBacino";"ZonaAllerta"
402;"Biois a Cencenighe CAE";26/09/2006;;"IDRMET";770;"CENCENIGHE AGORDINO (BL)";"BL";"ET0, LIDRO, LIDRO, PIOGCONT, PORT, PORT, PREC, TARIA2M";1728262.531;5137500.039;46.35236803;11.96646096;"PIAVE: VENETO";"PIAVE - Cordevole";"Vene-A Alto Piave";
403;"Boite a Cancia CAE";28/09/2006;;"CAEI";883;"BORCA DI CADORE (BL)";"BL";"LIDRO, LIDRO, PORT";1747573.263;5147031.634;46.43122995;12.22210444;"PIAVE: VENETO";"PIAVE - Boite";"Vene-A Alto Piave";
404;"Astico a Pedescala CAE";27/09/2006;;"CAEIM";307;"VALDASTICO (VI)";"VI";"LIDRO, LIDRO, LIDRO, PIOGCONT, PORT, PORT, PREC, TARIA2M, UMID2M";1683842.063;5079538.797;45.84468696;11.36725287;"BRENTA: VENETO";"BRENTA: VALD'ASTICO";"Vene-B Alto Brenta-Bacchiglione-Alpone";
406;"Piave a Ponte della Lasta CAE";16/11/2006;;"CAEI";844;"SANTO STEFANO DI CADORE (BL)";"BL";"LIDRO, LIDRO, PORT";1770055.732;5159828.057;46.53755783;12.52162114;"PIAVE: VENETO";"PIAVE";"Vene-A Alto Piave";
407;"Posina a Stancari CAE";12/07/2006;;"CAEI";388;"VELO D'ASTICO (VI)";"VI";"LIDRO, LIDRO, PORT";1681523.815;5075145.748;45.8057956;11.33576907;"BRENTA: VENETO";"BRENTA - Bacchiglione - Astico";"Vene-B Alto Brenta-Bacchiglione-Alpone";
408;"Bisatto a Vo' Vecchio CAE";07/01/2007;;"CAEI";13;"VO (PD)";"PD";"LIDRO";1705129.155;5022457.129;45.32544257;11.61714036;"BRENTA: VENETO";"BRENTA - Bacchiglione - Fratta - Gorzone";"Vene-E Basso Brenta-Bacchiglione e Fratta Gorzone";
409;"Chiampo";19/02/2007;;"METEO";151;"CHIAMPO (VI)";"VI";"DVENTO10M, DVENTO10M, ET0, HUMIDEX2M, PREC, TARIA2M, TARIAMAX2M, TARIAMIN2M, UMID2M, VRAFFICA10M, VSFIL10M, VVENTO10M, VVMEDARIT10M";1679122;5045128;45.53646508;11.29382418;"ADIGE: VENETO";"ADIGE";"Vene-B Alto Brenta-Bacchiglione-Alpone";
410;"Sossano";14/03/2007;09/09/2009;"METEO";38;"SOSSANO (VI)";"VI";"DVENTO2M, DVENTO2M, PREC, TARIA2M, TARIAMAX2M, TARIAMIN2M, UMID2M, VRAFFICA2M, VSFIL2M, VVENTO2M, VVMEDARIT2M";1696502;5026124;45.36088672;11.50862279;"BRENTA: VENETO";"BRENTA - Musone";"Vene-E Basso Brenta-Bacchiglione e Fratta Gorzone";
411;"Piancavallo (PN) CAE";20/06/2007;18/04/2021;"CAEM";1289;"AVIANO (PN)";"PN";"NIVOM, PIOGCONT, PREC, TARIA2M, UMID2M";1772172.072;5112691.243;46.11329115;12.52185313;"";"";"Friu-A Bacino del Livenza";
412;"Prescudin (PN) CAE";20/06/2007;;"CAEM";540;"BARCIS (PN)";"PN";"DVENTO10M, DVNIVOMET10M, NIVOM, PIOGCONT, PREC, TARIA2M, VVENTO10M, VVNIVOMET10M";1769038.373;5121217.213;46.19112445;12.48621222;"";"";"Friu-A Bacino del Livenza";
413;"Sella Chianzutan (UD) CAE";20/06/2007;;"CAEM";955;"VERZEGNIS (UD)";"UD";"NIVOM, PIOGCONT, PREC, TARIA2M";1802970.892;5141164.86;46.35597359;12.93777935;"";"";"Friu-B Bacino del Tagliamento";
414;"Sella di Sompdogna (UD) CAE";20/06/2007;;"CAEM";1824;"DOGNA (UD)";"UD";"DVENTO10M, DVNIVOMET10M, NIVOM, TARIA2M, VVENTO10M, VVNIVOMET10M";1841635.778;5155015.641;46.46185766;13.44903314;"";"";"Friu-B Bacino del Tagliamento";
415;"Po a Boretto (RE) CAE";22/10/2007;;"CAE";30;"BORETTO (RE)";"RE";"LIDRO, PIOGCONT, PORT, PREC";1623203.152;4973703.298;44.90591435;10.560276;"PO: EMILIA";"PO: EMILIA";"Emil-F Pianura di Modena-Reggio Emilia";
416;"Copparo (FE) CAE";23/10/2007;;"CAEM";2;"COPPARO (FE)";"FE";"PREC, TARIA2M";1722693.245;4977511.983;44.91599124;11.82099647;"PO: EMILIA";"PO: EMILIA";"Emil-D Pianura di Bologna e Ferrara";
417;"Finale Emilia (MO) CAE";22/10/2007;;"CAEM";12;"FINALE EMILIA (MO)";"MO";"PREC, TARIA2M";1680622.183;4967733.548;44.83996645;11.28497949;"PO: EMILIA";"PO: EMILIA";"Emil-F Pianura di Modena-Reggio Emilia";
418;"Mirandola (MO) CAE";22/10/2007;;"CAE";18;"MIRANDOLA (MO)";"MO";"PREC, TARIA2M";1659243.326;4972293.126;44.8860823;11.01609427;"PO: EMILIA";"PO: EMILIA";"Emil-F Pianura di Modena-Reggio Emilia";
419;"Opera PO Palantone (FE) CAE";22/10/2007;;"CAE";6;"BONDENO (FE)";"FE";"PIOGCONT, PREC";1692663.155;4977841.174;44.92772493;11.44104024;"PO: EMILIA";"PO: EMILIA";"Emil-F Pianura di Modena-Reggio Emilia";
420;"Po a Piacenza (PC) CAE";22/10/2007;;"CAE";54;"PIACENZA (PC)";"PC";"LIDRO, PORT";1555470.148;4989721.922;45.05859699;9.70416723;"PO: EMILIA";"PO: EMILIA";"Emil-H Pianura di Parma-Piacenza";
421;"Po a Polesella CAE";22/10/2007;05/06/2016;"CAEI";4;"ROVIGO (RO)";"RO";"LIDRO";1717434.071;4982038.625;44.95833333;11.75638889;"PO: EMILIA";"PO: EMILIA";"Emil-D Pianura di Bologna e Ferrara";
422;"Po a Pontelagoscuro CAE";22/10/2007;;"CAEI";10;"FERRARA (FE)";"FE";"LIDRO, PORT";1706068.709;4974069.986;44.89004757;11.60919726;"PO: EMILIA";"PO: EMILIA";"Vene-D Po, Fissero-Tartaro-Canalbianco e Basso Adige";
423;"Rolo (RE) CAE";22/10/2007;;"CAEM";22;"ROLO (RE)";"RE";"PREC, TARIA2M";1648143.535;4972060.354;44.88638038;10.87555032;"PO: EMILIA";"PO: EMILIA";"Emil-F Pianura di Modena-Reggio Emilia";
424;"Volano (FE) CAE";22/10/2007;;"CAEM";3;"CODIGORO (FE)";"FE";"PREC, TARIA2M";1757005.781;4967560.358;44.81499685;12.25000074;"PO: EMILIA";"PO: EMILIA";"Emil-D Pianura di Bologna e Ferrara";
425;"Bibione";13/02/2008;;"AGRO";0;"SAN MICHELE AL TAGLIAMENTO (VE)";"VE";"BFOGL, DVENTO10M, DVENTO10M, ELIOFANIA, ET0, HUMIDEX2M, INDSEREN, PREC, RADSOL, TARIA2M, TARIAMAX2M, TARIAMIN2M, UMID2M, VRAFFICA10M, VSFIL10M, VVENTO10M, VVMEDARIT10M";1817788;5062316.333;45.64137219;13.07746832;"TAGLIAMENTO: VENETO";"Pianura tra Tagliamento e Piave";"Vene-G Livenza, Lemene e Tagliamento";
426;"Canal San Bovo (TN) CAE";01/01/2008;;"CAEM";972;"CANAL SAN BOVO (TN)";"TN";"PIOGCONT, PREC";1711930.918;5115575.835;46.16057719;11.74458406;"";"";"Tren-A Bacino Basso dell'Adige Trentino";
427;"Cismon a Fiera di Primiero (TN) CAE";01/01/2008;;"CAEIM";713;"TRANSACQUA (TN)";"TN";"LIDRO, PIOGCONT, PORT, PREC, TARIA2M";1718486.962;5117309.013;46.17409455;11.83019414;"";"";"Tren-A Bacino Basso dell'Adige Trentino";
428;"Pradidali (TN) CAE";01/01/2008;;"CAEIM";1226;"TONADICO (TN)";"TN";"LIDRO, PIOGCONT, PREC, TARIA2M";1721707.623;5122486.716;46.21958809;11.87429655;"";"";"Tren-A Bacino Basso dell'Adige Trentino";
429;"Tognola (TN) CAE";01/01/2008;;"CAEM";2147;"SIROR (TN)";"TN";"PIOGCONT, PREC, TARIA2M";1714220.486;5124600.419;46.24099034;11.77829673;"";"";"Tren-A Bacino Basso dell'Adige Trentino";
430;"Caoria Val Sorda (TN) CAE";01/01/2008;;"CAEIM";832;"CANAL SAN BOVO (TN)";"TN";"PIOGCONT, PREC";1706715.347;5119436.595;46.19688894;11.67880155;"";"";"Tren-A Bacino Basso dell'Adige Trentino";
431;"Casa del Rifugio Giovo (BZ) CAE";01/03/2008;;"CAE";1990;"RACINES (BZ)";"BZ";"DVNIVOMET10M, NIVOM, RADSOL, RADSOLRIF, TARIA8M, TNEVE, TNEVE20, TNEVE40, TNEVE60, TSUPNEVE, UMID8M, VVNIVOMET10M";1677442.555;5190380.228;46.8430783;11.32684685;"";"";"Bolz-B Alto Adige";
432;"Curon Belpiano (BZ) CAE";01/03/2008;;"CAE";2040;"CURON VENOSTA (BZ)";"BZ";"DVNIVOMET10M, NIVOM, RADSOL, RADSOLRIF, TARIA8M, TNEVE, TNEVE20, TNEVE40, TNEVE60, TSUPNEVE, UMID8M, VVNIVOMET10M";1614321.354;5184774.058;46.80648255;10.49797306;"";"";"Bolz-A Venosta";
433;"Ladurns (BZ) CAE";01/03/2008;;"CAE";1960;"BRESSANONE (BZ)";"BZ";"NIVOM, PIOGCONT, PREC, TARIA8M";1680145.439;5200658.361;46.934763;11.36633156;"";"";"Bolz-B Alto Adige";
435;"Prati di Plan (BZ) CAE";01/03/2008;;"CAE";2015;"MOSO IN PASSIRIA (BZ)";"BZ";"NIVOM, RADSOL, RADSOLRIF, TARIA8M, TNEVE, TNEVE100, TNEVE20, TNEVE40, UMID8M";1660421.419;5184218.248;46.79198343;11.10161338;"";"";"Bolz-B Alto Adige";
436;"Predoi Merbalm (BZ) CAE";01/03/2008;;"CAE";2006;"PREDOI (BZ)";"BZ";"NIVOM, RADSOL, RADSOLRIF, TARIA8M, TNEVE, TNEVE100, TNEVE20, TNEVE40, UMID8M";1737222.019;5213940.808;47.03616068;12.12213375;"";"";"Bolz-C Isarco";
437;"Solda Camponeve Madriccio (BZ) CAE";01/03/2008;;"CAE";2825;"STELVIO (BZ)";"BZ";"NIVOM, RADSOL, TARIA8M, TNEVE, TNEVE20, TNEVE40, UMID8M";1623915.765;5150198.154;46.49374117;10.61437195;"";"";"Bolz-A Venosta";
438;"Livinal Lunc (UD) CAE";01/03/2008;;"CAE";1837;"CHIUSAFORTE (UD)";"UD";"DRAFF10M, DVENTO10M, DVNIVOMET10M, NIVOM, PIOGCONT, PREC, TARIA8M, UMID8M, VRAFFICA10M, VVENTO10M, VVNIVOMET10M";1843952.736;5145552.438;46.37577842;13.47215664;"";"";"Friu-B Bacino del Tagliamento";
439;"Malga Acomizza (UD) CAE";01/03/2008;;"CAE";1729;"MALBORGHETTO VALBRUNA (UD)";"UD";"DRAFF10M, DVENTO10M, DVNIVOMET10M, NIVOM, PIOGCONT, PREC, TARIA8M, UMID8M, VRAFFICA10M, VVENTO10M, VVNIVOMET10M";1846191.205;5164869.46;46.54794091;13.51551043;"";"";"Friu-B Bacino del Tagliamento";
440;"Malga Cjampiuz (UD) CAE";01/03/2008;;"CAE";1710;"FORNI DI SOTTO (UD)";"UD";"DRAFF10M, DVENTO10M, DVNIVOMET10M, NIVOM, PIOGCONT, PREC, TARIA8M, UMID8M, VRAFFICA10M, VVENTO10M, VVNIVOMET10M";1783089.588;5139672.326;46.35117855;12.67901446;"";"";"Friu-B Bacino del Tagliamento";
441;"Malga Cjariguart (UD) CAE";01/03/2008;;"CAE";1666;"VENZONE (UD)";"UD";"DRAFF10M, DVENTO10M, DVNIVOMET10M, NIVOM, PIOGCONT, PREC, TARIA8M, UMID8M, VRAFFICA10M, VVENTO10M, VVNIVOMET10M";1821963.5;5142491.016;46.35912286;13.18492156;"";"";"Friu-B Bacino del Tagliamento";
442;"Malga Plotta (UD) CAE";01/03/2008;;"CAE";1983;"PALUZZA (UD)";"UD";"DRAFF10M, DVENTO10M, DVNIVOMET10M, NIVOM, PIOGCONT, PREC, TARIA8M, UMID8M, VRAFFICA10M, VVENTO10M, VVNIVOMET10M";1798684.674;5167488.975;46.59422998;12.89906621;"";"";"Friu-B Bacino del Tagliamento";
443;"Schio";14/04/2008;01/08/2008;"METEO";;"SCHIO (VI)";"VI";"";;;;;"BRENTA: VENETO";"BRENTA - Bacchiglione";"Vene-B Alto Brenta-Bacchiglione-Alpone";
444;"Tesina Padovano a Veggiano CAE";28/10/2008;;"CAEI";14;"VEGGIANO (PD)";"PD";"LIDRO";1712912.67;5036060.495;45.44543209;11.72221776;"BRENTA: VENETO";"BRENTA - Bacchiglione";"Vene-E Basso Brenta-Bacchiglione e Fratta Gorzone";
445;"Sacile (PN) CAE";28/01/2009;;"CAEIM";23;"SACILE (PN)";"PN";"PIOGCONT, PREC";1771440.78;5094578.754;45.95086938;12.50209014;"";"";"Friu-A Bacino del Livenza";
446;"Forcate (PN) CAE";28/01/2009;;"CAEM";40;"BUDOIA (PN)";"PN";"PIOGCONT, PREC, TARIA2M";1777906.117;5100180.61;45.99860383;12.58861288;"";"";"Friu-A Bacino del Livenza";
447;"Cimolais (PN) CAE";28/01/2009;;"CAEIM";650;"CIMOLAIS (PN)";"PN";"NIVOM, PIOGCONT, PREC, TARIA2M";1765168.657;5131587.467;46.28580227;12.44197611;"";"";"Friu-A Bacino del Livenza";
448;"Sauris di Sopra (UD) CAE";28/01/2009;;"CAEM";1402;"SAURIS (UD)";"UD";"PIOGCONT, PREC, TARIA2M";1782717.267;5152561.562;46.4670886;12.68198207;"";"";"Friu-B Bacino del Tagliamento";
449;"Pesariis (UD) CAE";28/01/2009;;"CAEM";732;"PRATO CARNICO (UD)";"UD";"PIOGCONT, PREC, TARIA2M";1789585.4;5158973.515;46.52175334;12.77522927;"";"";"Friu-B Bacino del Tagliamento";
450;"Forni Avoltri (UD) CAE";28/01/2009;;"CAEM";888;"FORNI AVOLTRI (UD)";"UD";"PIOGCONT, PREC, TARIA2M";1789124.827;5166196.076;46.58681147;12.77373332;"";"";"Friu-B Bacino del Tagliamento";
451;"Vicenza - Sant'Agostino";09/02/2009;;"METEO";29;"VICENZA (VI)";"VI";"DVENTO2M, DVENTO2M, ELIOFANIA, ET0, HUMIDEX2M, INDSEREN, PREC, RADSOL, TARIA2M, TARIAMAX2M, TARIAMIN2M, UMID2M, VRAFFICA2M, VSFIL2M, VVENTO2M, VVMEDARIT2M";1696854;5044313;45.52434984;11.52039317;"BRENTA: VENETO";"BRENTA - Bacchiglione";"Vene-B Alto Brenta-Bacchiglione-Alpone";
452;"Verona - Parco Adige Nord";11/02/2009;14/12/2021;"AGRO";67;"VERONA (VR)";"VR";"DVENTO2M, DVENTO2M, ET0, HUMIDEX2M, PREC, TARIA2M, TARIAMAX2M, TARIAMIN2M, UMID2M, VRAFFICA2M, VSFIL2M, VVENTO2M, VVMEDARIT2M";1652781.658;5036169.218;45.46209458;10.95386338;"ADIGE: VENETO";"ADIGE";"Vene-C Adige-Garda e monti Lessini";
453;"Forni di Sopra (UD) CAE";12/05/2009;;"CAEM";845;"FORNI DI SOPRA (UD)";"UD";"PIOGCONT, PREC, TARIA2M";1775354.651;5147380.598;46.42360046;12.58321735;"";"";"Friu-B Bacino del Tagliamento";
454;"Favaro Veneto";21/05/2009;;"METEO";2;"VENEZIA (VE)";"VE";"BFOGL, DVENTO5M, DVENTO5M, ELIOFANIA, ET0, HUMIDEX2M, INDSEREN, PREC, RADSOL, TARIA2M, TARIAMAX2M, TARIAMIN2M, UMID2M, VRAFFICA5M, VSFIL5M, VVENTO5M, VVMEDARIT5M";1756087.591;5045670.614;45.51730828;12.2784802;"BACINO SCOLANTE IN LAGUNA DI VENEZIA";"BACINO SCOLANTE IN LAGUNA DI VENEZIA";"Vene-F Basso Piave, Sile e Bacino scolante in laguna";
455;"Agordo mobile";01/06/2009;25/03/2010;"METEO";585;"AGORDO (BL)";"BL";"";1733713;5129437;46.27804651;12.03319083;"PIAVE: VENETO";"PIAVE - Cordevole";"Vene-A Alto Piave";
456;"Po a Cavanella Po CAE";16/06/2009;04/01/2010;"CAEI";8;"ADRIA (RO)";"RO";"LIDRO, TARIA";1749215.642;4991182.046;45.03008334;12.16327778;"";"";"Vene-D Po, Fissero-Tartaro-Canalbianco e Basso Adige";
457;"Po a Ca' Dolfin CAE";16/06/2009;04/10/2010;"CAEI";0;"PORTO TOLLE (RO)";"RO";"LIDRO";1771010.679;4981573.409;44.93575;12.43430556;"";"";"Vene-D Po, Fissero-Tartaro-Canalbianco e Basso Adige";
458;"Po a Porto Tolle CAE";16/06/2009;08/11/2010;"CAEI";1;"PORTO TOLLE (RO)";"RO";"LIDRO";1760616.304;4982559.972;44.9485;12.30330555;"";"";"Vene-D Po, Fissero-Tartaro-Canalbianco e Basso Adige";
459;"Po a Ca' Venier CAE";14/07/2009;27/10/2009;"CAEI";0;"PORTO TOLLE (RO)";"RO";"LIDRO";1762758.544;4983683.185;44.95780556;12.331;"";"";"Vene-D Po, Fissero-Tartaro-Canalbianco e Basso Adige";
460;"Balduina 2 (per Saltarin)";10/09/2009;15/05/2013;"AGRO";7;"SANT'URBANO (PD)";"PD";"";1703223.341;5001186.28;45.13472648;11.58415552;"BRENTA: VENETO";"BRENTA";"Vene-E Basso Brenta-Bacchiglione e Fratta Gorzone";
461;"Lignano (UD) CAE";13/10/2009;;"CAEM";7;"LIGNANO SABBIADORO (UD)";"UD";"PIOGCONT, PREC, TARIA2M";1820940.348;5067508.261;45.68652239;13.12123689;"";"";"Friu-C Pianura di Udine-Gorizia-Trieste";
462;"Meschio a Borgo Campion CAE";20/10/2009;;"CAEI";95;"COLLE UMBERTO (TV)";"TV";"LIDRO, PORT";1758842.306;5094971.951;45.95927942;12.34003131;"LIVENZA: VENETO";"LIVENZA";"Vene-H Piave pedemontano";
463;"Meschio a Vittorio Veneto CAE";20/10/2009;;"CAEIM";129;"VITTORIO VENETO (TV)";"TV";"LIDRO, PIOGCONT, PORT, PREC";1755621.607;5098332.689;45.99068329;12.30033473;"";"";"Vene-H Piave pedemontano";
464;"Nogarolo di Tarzo CAE";20/10/2009;;"CAEM";329;"TARZO (TV)";"TV";"PIOGCONT, PREC, TARIA2M";1751438.805;5097704.295;45.98658333;12.24608334;"";"";"Vene-H Piave pedemontano";
465;"Prati di Croda Rossa (BZ) CAE";08/11/2009;;"CAE";1910;"SESTO (BZ)";"BZ";"NIVOM, TARIA8M";1757776.615;5173083.223;46.66144371;12.36915278;"";"";"Bolz-C Isarco";
466;"Casera Pieltinis (UD) CAE";08/11/2009;;"CAE";1742;"SAURIS (UD)";"UD";"NIVOM, TARIA8M";1785773.365;5154639.557;46.4844619;12.72297461;"";"";"Friu-B Bacino del Tagliamento";
467;"Chiansaveit (UD) CAE";08/11/2009;;"CAE";1707;"SAURIS (UD)";"UD";"NIVOM, TARIA8M";1778526.171;5150677.386;46.4519115;12.6263828;"";"";"Friu-B Bacino del Tagliamento";
468;"Piz la Ila (BZ) CAE";08/11/2009;;"CAE";2050;"CORVARA IN BADIA (BZ)";"BZ";"NIVOM, PIOGCONT, PREC, TARIA8M";1722490.286;5160718.625;46.56296278;11.90261822;"";"";"Bolz-C Isarco";
469;"Gran Monte (UD) CAE";08/11/2009;;"CAE";1422;"TAIPANA (UD)";"UD";"NIVOM, TARIA8M";1835145.579;5135556.433;46.29049598;13.35083899;"";"";"Friu-B Bacino del Tagliamento";
470;"Lago del Pesce (BZ) CAE";09/11/2009;;"CAE";2255;"ULTIMO (BZ)";"BZ";"NIVOM, TARIA8M";1639023.333;5148023.134;46.47122876;10.8104932;"";"";"Bolz-B Alto Adige";
471;"Malga Senta (BZ) CAE";09/11/2009;;"CAE";2050;"VANDOIES (BZ)";"BZ";"NIVOM, TARIA8M";1704591.965;5200103.532;46.92268788;11.68690443;"";"";"Bolz-C Isarco";
472;"Malga Merbe Predoi (BZ) CAE";09/11/2009;;"CAE";2006;"PREDOI (BZ)";"BZ";"NIVOM, TARIA8M";1737989.026;5211717.872;47.01591103;12.13104436;"";"";"Bolz-C Isarco";
473;"Andreis (PN) CAE";09/11/2009;;"CAE";405;"ANDREIS (PN)";"PN";"NIVOM, TARIA8M";1778702.633;5122512.252;46.19887028;12.61196478;"";"";"Friu-A Bacino del Livenza";
474;"Baldass (PN) CAE";09/11/2009;;"CAE";1817;"CLAUT (PN)";"PN";"NIVOM, TARIA8M";1775490.884;5127224.106;46.24250228;12.57316302;"";"";"Friu-A Bacino del Livenza";
475;"Casera Podestine (PN) CAE";09/11/2009;;"CAE";1015;"CLAUT (PN)";"PN";"NIVOM, TARIA8M";1777390.93;5133410.738;46.29729233;12.6013992;"";"";"Friu-A Bacino del Livenza";
476;"Casera Pradut (PN) CAE";09/11/2009;;"CAE";1425;"CLAUT (PN)";"PN";"NIVOM, TARIA8M";1774738.268;5128713.256;46.25618136;12.5642946;"";"";"Friu-A Bacino del Livenza";
477;"Erto e Casso (PN) CAE";09/11/2009;;"CAE";851;"ERTO E CASSO (PN)";"PN";"NIVOM, TARIA8M";1759713.847;5130457.551;46.27775934;12.37066438;"";"";"Friu-A Bacino del Livenza";
478;"Tramonti di Sotto (PN) CAE";09/11/2009;;"CAE";370;"TRAMONTI DI SOTTO (PN)";"PN";"NIVOM, TARIA8M";1792144.772;5134200.734;46.29819539;12.79304509;"";"";"Friu-A Bacino del Livenza";
479;"Val dei Sass (PN) CAE";09/11/2009;;"CAE";1825;"AVIANO (PN)";"PN";"NIVOM, TARIA8M";1769848.034;5112836.79;46.11551596;12.49191759;"";"";"Friu-A Bacino del Livenza";
480;"Val Sughet (PN) CAE";09/11/2009;;"CAE";1702;"AVIANO (PN)";"PN";"NIVOM, TARIA8M";1770893;5113239;46.11872241;12.50564573;"";"";"Friu-A Bacino del Livenza";
481;"Casera Zoufplan bassa (UD) CAE";09/11/2009;;"CAE";1671;"PALUZZA (UD)";"UD";"NIVOM, TARIA8M";1805385.779;5163685.737;46.55707602;12.98383133;"";"";"Friu-B Bacino del Tagliamento";
482;"Cason di Lanza (UD) CAE";09/11/2009;;"CAE";1554;"PAULARO (UD)";"UD";"NIVOM, TARIA8M";1819487.976;5165625.929;46.567938;13.16866476;"";"";"Friu-B Bacino del Tagliamento";
483;"Coritis (UD) CAE";09/11/2009;;"CAE";641;"RESIA (UD)";"UD";"NIVOM, TARIA8M";1838003.864;5142123.589;46.34800639;13.39255904;"";"";"Friu-B Bacino del Tagliamento";
484;"Fusine Alpe del Lago (UD) CAE";09/11/2009;;"CAE";1007;"TARVISIO (UD)";"UD";"NIVOM, TARIA8M";1857952.709;5156500.051;46.46672239;13.66198416;"";"";"Friu-B Bacino del Tagliamento";
485;"Musi (UD) CAE";09/11/2009;;"CAE";523;"LUSEVERA (UD)";"UD";"NIVOM, TARIA8M";1828992.038;5137056.934;46.30696813;13.27223032;"";"";"Friu-B Bacino del Tagliamento";
486;"Passo Pramollo (UD) CAE";09/11/2009;;"CAE";1530;"PONTEBBA (UD)";"UD";"NIVOM, TARIA8M";1827685.187;5165147.733;46.5597032;13.27500582;"";"";"Friu-B Bacino del Tagliamento";
487;"Pramosio (UD) CAE";09/11/2009;;"CAE";1522;"PALUZZA (UD)";"UD";"NIVOM, TARIA8M";1808716.383;5167247.12;46.5875313;13.02955085;"";"";"Friu-B Bacino del Tagliamento";
488;"Piani di Luzza stadio biathlon (UD) CAE";09/11/2009;;"CAE";1045;"FORNI AVOLTRI (UD)";"UD";"NIVOM, TARIA8M";1787114.311;5164283.814;46.57049497;12.74636818;"";"";"Friu-B Bacino del Tagliamento";
489;"Val Ugovizza (UD) CAE";09/11/2009;;"CAE";1126;"MALBORGHETTO VALBRUNA (UD)";"UD";"NIVOM, TARIA8M";1843347.451;5164709.879;46.54796252;13.47840927;"";"";"Friu-B Bacino del Tagliamento";
490;"Varmost M.te Simone (UD) CAE";09/11/2009;;"CAE";1521;"FORNI DI SOPRA (UD)";"UD";"NIVOM, TARIA8M";1773383.765;5150746.322;46.45463425;12.55958979;"";"";"Friu-B Bacino del Tagliamento";
491;"Dolina Altopiano di Erera Brendol";01/11/2007;18/10/2011;"DOLINE";1680;"CESIOMAGGIORE (BL)";"BL";"TARIA2M, UMID2M";1729776;5116107;46.15958286;11.97567318;"";"";" ";
492;"Dolina Busa della Segala";17/10/2007;28/09/2008;"DOLINE";1965;"ASIAGO (VI)";"VI";"TARIA2M, UMID2M";1693586;5096947;45.99854657;11.49964508;"";"";" ";
493;"Dolina Busa Sponde Alte (BL)";15/10/2008;29/01/2014;"DOLINE";2394;"CANALE D'AGORDO (BL)";"BL";"TARIA2M, UMID2M";1720209;5129055;46.27912741;11.85796234;"";"";" ";
494;"Dolina Busa delle Vette";01/11/2007;29/09/2010;"DOLINE";1853;"SOVRAMONTE (BL)";"BL";"TARIA2M, UMID2M";1720083;5108392;46.09343254;11.84671356;"";"";" ";
495;"Dolina Busa Malga Malera (VR)";11/11/2008;23/06/2014;"DOLINE";1532;"BOSCO CHIESANUOVA (VR)";"VR";"TARIA2M, UMID2M";1663389;5060147;45.67542401;11.09749494;"";"";" ";
496;"Dolina Busa di Manna (TN)";26/09/2007;12/07/2011;"DOLINE";2490;"TONADICO (TN)";"TN";"TARIA2M, UMID2M";1720472;5127509;46.26513927;11.86064943;"";"";" ";
497;"Dolina Busa di Val Longa";08/10/2008;15/10/2009;"DOLINE";2213;"AURONZO DI CADORE (BL)";"BL";"TARIA2M, UMID2M";1754282;5156331;46.51228629;12.31435524;"";"";" ";
498;"Dolina Busa Q2469 (TN )";26/09/2007;14/10/2008;"DOLINE";2494;"TONADICO (TN)";"TN";"TARIA2M, UMID2M";1719934;5127942;46.26920577;11.85387873;"";"";" ";
499;"Dolina Buse di Carriola";28/10/2008;22/11/2010;"DOLINE";1212;"CALTRANO (VI)";"VI";"TARIA2M, UMID2M";1690836;5075372;45.80531796;11.45559162;"";"";" ";
500;"Dolina Campo di Sopra";13/11/2009;09/11/2011;"DOLINE";1284;"FREGONA (TV)";"TV";"TARIA2M, UMID2M";1761172;5104661;46.04544868;12.37534218;"";"";" ";
501;"Dolina Campoluzzo (Monte Lozze)";17/10/2007;;"DOLINE";1768;"ASIAGO (VI)";"VI";"TARIA2M, TARIAMAX2M, TARIAMIN2M, UMID2M";1695080;5096408;45.99327673;11.51869973;"";"";" ";
502;"Dolina Lago di Fosses";01/11/2005;02/09/2011;"DOLINE";2143;"CORTINA D'AMPEZZO (BL)";"BL";"TARIA2M, UMID2M";1736712;5171320;46.65338188;12.09333472;"";"";" ";
503;"Dolina Plan Pescu (BZ)";30/10/2009;17/07/2010;"DOLINE";2112;"MAREBBE (BZ)";"BZ";"TARIA2M, UMID2M";1732720;5171330;46.65486344;12.04124997;"";"";" ";
504;"Dolina Buse di Collalto";28/10/2009;23/09/2010;"DOLINE";2268;"CANALE D'AGORDO (BL)";"BL";"TARIA2M";1720753;5129592;46.28377754;11.8652664;"";"";" ";
505;"Ponte Rio Cordon (Selva di Cadore)";01/10/2010;;"METEO";1764;"SELVA DI CADORE (BL)";"BL";"DVENTO5M, DVENTO5M, ELIOFANIA, ET0, HUMIDEX2M, INDSEREN, PREC, PRESS, RADSOL, TARIA2M, TARIAMAX2M, TARIAMIN2M, UMID2M, VRAFFICA5M, VSFIL5M, VVENTO5M, VVMEDARIT5M";1737793.597;5148836.153;46.45098415;12.09595652;"PIAVE: VENETO";"PIAVE - Cordevole";"Vene-A Alto Piave";
506;"Dolina Busa Fradusta (TN)";24/09/2010;17/07/2017;"DOLINE";2612;"TONADICO (TN)";"TN";"TARIA2M";1721706;5127362;46.2634163;11.87657314;"";"";" ";
